Nro_Veces_cob;Estado_Credit;Nro_Cuotas;Mes_pres;MES_0_Atraso;MES_1_Atraso;MES_2_Atraso;Llamada_fecha;Hora;Llamada_Resultado;Deuda_total;Estatus;Activación;Tipo_contacto;Cod_cliente;Mora
<=10;0;>48;Abril;519.43;0;0;3/04/2014;18;MCT  Msj Con Terceros;14689;BT;2013;CNE;C07827;0
<=10;0;<24, 48];Abril;102.22;146.2;149.44;29/04/2014;10;MCT  Msj Con Terceros;2891.88;BT;2013;CNE;C07828;0
>10;0;<24, 48];Abril;654.94;654.94;0;3/04/2014;11;TELF. NO CORRESPONDE;2213.56;BT;2011;CNE;C07829;1
<=10;0;<24, 48];Abril;2929.74;2929.74;0;9/04/2014;14;PDP  Promesa De Pago;63679.8;BT;2013;CEF;C07832;0
<=10;0;>48;Abril;2835.88;0;5784.73;21/04/2014;13;MCT  Msj Con Terceros;76479.1;BT;2013;CNE;C07834;0
>10;1;<24, 48];Abril;1296.19;0;0;23/04/2014;15;MCT  Msj Con Terceros;7151.52;BT;2011;CNE;C07836;1
<=10;0;<24, 48];Abril;290.38;0;0;3/04/2014;14;PDP  Promesa De Pago;6715;BT;2014;CEF;C07837;0
<=10;0;<24, 48];Abril;460.03;0;1396.94;28/04/2014;11;MCF  Msj Con Familiar;10979.4;BT;2012;CNE;C07838;0
<=10;0;<24, 48];Abril;87.58;0;0;15/04/2014;7;PDP  Promesa De Pago;3455.35;BT;2012;CEF;C07839;0
>10;0;<24, 48];Abril;2263.14;1538.3;914.15;7/04/2014;10;TELF. NO CORRESPONDE;31052.5;BT;2011;CNE;C07840;0
>10;0;<24, 48];Abril;108.23;208.31;0.4;9/04/2014;13;PAR  Promesa Parcial;3829.23;BT;2011;CEF;C07841;0
<=10;0;<24, 48];Abril;518.49;0;0;15/04/2014;9;MCT  Msj Con Terceros;12059.6;BT;2013;CNE;C07843;0
>10;0;>48;Abril;101.08;94.6;100.87;15/04/2014;15;MCF  Msj Con Familiar;1470.24;BT;2011;CNE;C07844;0
>10;0;>48;Abril;37.03;0;0;2/04/2014;11;TELF. NO CORRESPONDE;38763.8;BT;2010;CNE;C07845;0
>10;0;>48;Abril;51.87;0;0;7/04/2014;11;CIH  Generar Cita;66518.5;BT;2012;CNE;C07847;0
>10;0;<24, 48];Abril;289.13;0;0;3/04/2014;12;PDP  Promesa De Pago;5074.93;BT;2012;CEF;C07849;0
<=10;0;>48;Abril;521.68;521.68;1572.85;25/04/2014;12;MCT  Msj Con Terceros;12407.7;BT;2013;CNE;C07851;0
<=10;0;<24, 48];Abril;1399.44;0;0;9/04/2014;11;MCC  Msj Con Comp De Trab;32873.3;BT;2011;CNE;C07852;0
<=10;0;<24, 48];Abril;852;0;0;11/04/2014;11;TELF. NO CORRESPONDE;17570.9;BT;2013;CNE;C07853;0
>10;0;>48;Abril;2628.15;0;0;11/04/2014;17;MCV  Msj Con Vecino;53137.7;BT;2011;CNE;C07854;1
>10;0;<=24;Abril;132.74;0;0;8/04/2014;9;TAT  Tratamiento al Titu;855.83;BT;2012;CEF;C07857;0
<=10;0;<24, 48];Abril;326.41;0;1003.27;4/04/2014;10;PDP  Promesa De Pago;6353.03;BT;2013;CEF;C07859;0
<=10;0;<24, 48];Abril;235.67;235.67;0;11/04/2014;8;MCT  Msj Con Terceros;7247.33;BT;2012;CNE;C07860;0
>10;0;<24, 48];Abril;627.82;554.54;672.03;1/04/2014;12;TAT sin contacto con Titular;5143.94;BT;2010;CNE;C07862;0
<=10;0;<24, 48];Abril;395.49;0;0;15/04/2014;7;PDP  Promesa De Pago;10704.3;BT;2013;CEF;C07863;0
<=10;0;<=24;Abril;266.55;0;0;24/04/2014;9;MCT  Msj Con Terceros;751.31;BT;2011;CNE;C07864;0
<=10;0;<24, 48];Abril;521.64;0;0;8/04/2014;8;PDP  Promesa De Pago;9149.45;BT;2013;CEF;C07865;0
<=10;0;<24, 48];Abril;1047.28;0;3162.73;10/04/2014;8;MCT  Msj Con Terceros;25878.4;BT;2012;CNE;C07866;0
<=10;0;<24, 48];Abril;731.42;0;0;9/04/2014;7;PDP  Promesa De Pago;45909.1;BT;2013;CEF;C07867;0
<=10;0;<24, 48];Abril;962.83;0;2856.29;30/04/2014;13;MCF  Msj Con Familiar;18684.4;BT;2013;CNE;C07869;0
<=10;0;<=24;Abril;1057.09;1057.64;0;1/04/2014;11;MCS  Msj Con Secretaria;1041.47;BT;2013;CNE;C07870;1
<=10;1;>48;Abril;109.28;0;0;2/04/2014;12;CAN  Cliente Cancelo;7178.51;BT;2014;CNE;C07873;0
>10;0;>48;Abril;1905.84;0;0;29/04/2014;9;TELF. NO CORRESPONDE;41451.1;BT;2012;CNE;C07874;0
<=10;0;<24, 48];Abril;211.95;0;0;3/04/2014;15;TELF. NO CORRESPONDE;4360.38;BT;2013;CNE;C07875;0
>10;0;<24, 48];Abril;562.02;563.5;0;4/04/2014;9;TELF. NO CORRESPONDE;9813.15;BT;2013;CNE;C07876;0
<=10;0;<24, 48];Abril;805.26;805.26;0;24/04/2014;14;PDP  Promesa De Pago;13906.3;BT;2012;CEF;C07878;0
<=10;0;<24, 48];Abril;459.77;1032.34;1612.23;15/04/2014;14;MCF  Msj Con Familiar;9345.42;BT;2012;CNE;C07879;0
>10;0;<24, 48];Abril;359.82;0;0;4/04/2014;7;TELF. NO CORRESPONDE;5331.67;BT;2011;CNE;C07880;0
<=10;0;>48;Abril;145.22;0;0;14/04/2014;13;MCF  Msj Con Familiar;13633.8;BT;2011;CNE;C07881;0
<=10;0;<24, 48];Abril;751.95;0;0;1/04/2014;18;MCT  Msj Con Terceros;4034.71;BT;2013;CNE;C07883;1
>10;0;<24, 48];Abril;204.43;204.83;204.83;14/04/2014;13;TELF. NO CORRESPONDE;3535.32;BT;2012;CNE;C07884;0
>10;0;<24, 48];Abril;176.96;172.4;0;30/04/2014;16;PDP  Promesa De Pago;6406.6;BT;2011;CEF;C07885;0
>10;0;>48;Abril;407.86;822.82;0;4/04/2014;20;PAR  Promesa Parcial;9849.86;BT;2012;CEF;C07886;1
>10;0;>48;Abril;197.89;0;0;4/04/2014;8;MCF  Msj Con Familiar;9519.92;BT;2012;CNE;C07887;0
<=10;0;<24, 48];Abril;545.96;9.71;21.57;3/04/2014;8;PDP  Promesa De Pago;13340.3;BT;2013;CEF;C07888;0
>10;0;<24, 48];Abril;161.92;0.16;161.97;25/04/2014;11;MCT  Msj Con Terceros;3793.89;BT;2010;CNE;C07889;0
<=10;0;<24, 48];Abril;115.18;0;0;21/04/2014;14;MCT  Msj Con Terceros;17066;BT;2013;CNE;C07891;0
<=10;0;>48;Abril;462.39;0;0;9/04/2014;8;MCT  Msj Con Terceros;14090.2;BT;2013;CNE;C07892;0
<=10;0;<24, 48];Abril;1150.49;0;0;22/04/2014;8;PDP  Promesa De Pago;25245;BT;2013;CEF;C07893;0
<=10;0;<24, 48];Abril;775.23;1.2;764.76;3/04/2014;9;MCS  Msj Con Secretaria;16123.5;BT;2013;CNE;C07894;0
<=10;0;<24, 48];Abril;239.71;0;0;21/04/2014;9;PDP  Promesa De Pago;5150.66;BT;2013;CEF;C07897;0
<=10;0;>48;Abril;41.67;0;0;21/04/2014;10;MCT  Msj Con Terceros;26287.2;BT;2013;CNE;C07898;0
>10;0;<24, 48];Abril;306.94;0;41.52;3/04/2014;10;PDP  Promesa De Pago;953.05;BT;2011;CEF;C07899;0
>10;1;<24, 48];Abril;1693.96;0;0;16/04/2014;7;PDP  Promesa De Pago;39796.7;BT;2012;CEF;C07900;0
>10;0;>48;Abril;746.34;0;0;15/04/2014;9;TELF. NO CORRESPONDE;19753.2;BT;2011;CNE;C07902;0
>10;0;>48;Abril;156.47;0;0;3/04/2014;15;PDP  Promesa De Pago;2072.59;BT;2010;CEF;C07903;0
<=10;0;>48;Abril;518.45;494.35;129.91;14/04/2014;9;MCF  Msj Con Familiar;15900;BT;2013;CNE;C07904;0
<=10;0;<24, 48];Abril;225.43;366.49;356.26;16/04/2014;8;MCT  Msj Con Terceros;12673.4;BT;2013;CNE;C07905;0
>10;0;<24, 48];Abril;219.12;496.97;532.83;2/04/2014;11;TELF. NO CORRESPONDE;12577.4;BT;2012;CNE;C07906;0
<=10;1;<24, 48];Abril;61.51;0;0;21/04/2014;10;REC  Cliente con Reclamo;3937.57;BT;2012;CEF;C07909;0
<=10;0;<24, 48];Abril;146.32;0;0;3/04/2014;14;TAT  Tratamiento al Titu;2144.77;BT;2012;CEF;C07911;0
<=10;0;<=24;Abril;1010.85;0;0;21/04/2014;7;MCF  Msj Con Familiar;978.954;BT;2014;CNE;C07912;0
<=10;0;>48;Abril;430.4;0;0;7/04/2014;13;PDP  Promesa De Pago;16730.1;BT;2013;CEF;C07913;0
<=10;0;<=24;Abril;231.15;0;0;11/04/2014;8;MCF  Msj Con Familiar;2519.78;BT;2013;CNE;C07914;0
<=10;0;<24, 48];Abril;544.89;0;0;10/04/2014;10;PDP  Promesa De Pago;13046.3;BT;2012;CEF;C07917;0
<=10;0;>48;Abril;1230.88;871.65;1232.28;8/04/2014;18;PDP  Promesa De Pago;45974.4;BT;2013;CEF;C07918;0
>10;0;<24, 48];Abril;1165.38;1563.53;0;22/04/2014;14;MCT  Msj Con Terceros;5873.14;BT;2011;CNE;C07919;1
<=10;0;>48;Abril;319.48;315.83;315.84;9/04/2014;18;PDP  Promesa De Pago;9802.15;BT;2013;CEF;C07920;0
>10;0;<24, 48];Abril;175.34;178.53;0;29/04/2014;10;MCT  Msj Con Terceros;1932.12;BT;2012;CNE;C07921;1
<=10;0;<24, 48];Abril;512.31;0;0;4/04/2014;12;PPR;4063.29;BT;2012;CEF;C07923;1
<=10;0;<24, 48];Abril;270.08;523.33;523.33;30/04/2014;8;MCF  Msj Con Familiar;4802.47;BT;2013;CNE;C07925;1
<=10;0;>48;Abril;580.53;582;0;9/04/2014;15;PDP  Promesa De Pago;10343.3;BT;2011;CEF;C07926;0
<=10;0;<24, 48];Abril;500.62;500.62;1731.63;25/04/2014;7;PDP  Promesa De Pago;13196.4;BT;2012;CEF;C07927;0
<=10;0;>48;Abril;479.95;0;0;1/04/2014;9;MCT  Msj Con Terceros;73896.7;BT;2013;CNE;C07930;0
<=10;0;<=24;Abril;211.97;212.34;212.56;3/04/2014;12;MCT  Msj Con Terceros;2586.59;BT;2013;CNE;C07932;0
<=10;0;<24, 48];Abril;607.22;606.28;45.87;9/04/2014;15;PDP  Promesa De Pago;15852;BT;2012;CEF;C07934;0
>10;0;<24, 48];Abril;38.62;0;0;4/04/2014;8;MCT  Msj Con Terceros;606.34;BT;2011;CNE;C07935;0
>10;0;<24, 48];Abril;294.23;313.8;314.96;16/04/2014;8;TELF. NO CORRESPONDE;2558.64;BT;2011;CNE;C07936;0
>10;0;<24, 48];Abril;645.23;971.11;981.43;16/04/2014;15;TAT  Tratamiento al Titu;5845.59;BT;2013;CEF;C07937;1
<=10;0;<24, 48];Abril;1437.36;0;0;9/04/2014;15;PDP  Promesa De Pago;38842.7;BT;2013;CEF;C07938;0
<=10;0;<24, 48];Abril;181.78;0;0;21/04/2014;19;MCT  Msj Con Terceros;13978.5;BT;2012;CNE;C07939;0
>10;0;<24, 48];Abril;517.62;0;0;3/04/2014;8;PDP  Promesa De Pago;2030.21;BT;2011;CEF;C07940;0
<=10;0;>48;Abril;162.5;167.59;163.65;14/04/2014;15;TELF. NO CORRESPONDE;4461.2;BT;2012;CNE;C07941;0
>10;0;<24, 48];Abril;268.24;268.24;0;28/04/2014;7;MCT  Msj Con Terceros;617.07;BT;2011;CNE;C07942;0
>10;0;<24, 48];Abril;423.48;0;166.35;22/04/2014;20;MCT  Msj Con Terceros;872.25;BT;2011;CNE;C07943;1
<=10;0;<24, 48];Abril;209.89;0;214.28;3/04/2014;14;MCF  Msj Con Familiar;3364;BT;2012;CNE;C07944;0
>10;0;>48;Abril;511.73;0;0;8/04/2014;11;MCO  Msj Con Conyuge;2021.01;BT;2010;CEF;C07947;0
<=10;0;<24, 48];Abril;193.34;0;0;10/04/2014;10;MCT  Msj Con Terceros;3877.99;BT;2014;CNE;C07948;0
<=10;0;<24, 48];Abril;297.14;0;0;14/04/2014;7;PDP  Promesa De Pago;5961.8;BT;2012;CEF;C07949;0
<=10;0;>48;Abril;1555.44;0;4672.01;11/04/2014;15;MCS  Msj Con Secretaria;46650.3;BT;2014;CNE;C07950;0
<=10;0;>48;Abril;446.12;0;0;2/04/2014;17;PDP  Promesa De Pago;12518.5;BT;2012;CEF;C07951;0
>10;0;<24, 48];Abril;556.67;0;1691.9;7/04/2014;11;MCT  Msj Con Terceros;11265.6;BT;2012;CNE;C07952;0
>10;0;<24, 48];Abril;577.79;179.03;280.66;1/04/2014;12;MCO  Msj Con Conyuge;7793.85;BT;2012;CEF;C07954;0
<=10;0;<24, 48];Abril;1495.38;0;0;8/04/2014;8;PDP  Promesa De Pago;36468.6;BT;2012;CEF;C07955;0
>10;0;<24, 48];Abril;456.06;0;0;28/04/2014;7;MCF  Msj Con Familiar;8644.43;BT;2012;CNE;C07956;0
<=10;1;<24, 48];Abril;894.82;0;1346.55;29/04/2014;14;TELF. NO CORRESPONDE;12336.1;BT;2013;CNE;C07957;1
>10;0;<24, 48];Abril;310.21;472.48;0;21/04/2014;18;TAT  Tratamiento al Titu;1520.29;BT;2011;CEF;C07958;1
>10;0;<24, 48];Abril;71.67;0;0;22/04/2014;7;TELF. NO CORRESPONDE;11111.3;BT;2010;CNE;C07959;0
<=10;0;<24, 48];Abril;520.07;0;0;16/04/2014;7;TELF. NO CORRESPONDE;6431.29;BT;2012;CNE;C07960;0
>10;0;<24, 48];Abril;402.57;402.57;402.89;25/04/2014;12;TELF. NO CORRESPONDE;4750.69;BT;2012;CNE;C07962;0
<=10;0;<24, 48];Abril;2309.97;2309.97;6972.5;22/04/2014;7;MCT  Msj Con Terceros;49177.2;BT;2012;CNE;C07963;0
<=10;0;>48;Abril;362.88;0;0;9/04/2014;18;TELF. NO CORRESPONDE;58523.5;BT;2013;CNE;C07964;0
<=10;0;<24, 48];Abril;520.19;0;529.79;16/04/2014;12;TELF. NO CORRESPONDE;10556.9;BT;2013;CNE;C07965;0
<=10;0;<24, 48];Abril;401.68;0;0;8/04/2014;7;MCT  Msj Con Terceros;6289.84;BT;2011;CNE;C07967;0
<=10;0;<24, 48];Abril;334.27;669.08;0;14/04/2014;20;MCF  Msj Con Familiar;5501.71;BT;2012;CNE;C07968;1
<=10;0;>48;Abril;2223.53;0;0;21/04/2014;7;TAT  Tratamiento al Titu;26328.8;BT;2013;CEF;C07969;1
<=10;0;<24, 48];Abril;557.33;0;1680.84;28/04/2014;9;MCT  Msj Con Terceros;14867.3;BT;2012;CNE;C07970;0
>10;0;>48;Abril;69.6;0;0;21/04/2014;10;PDP  Promesa De Pago;47581.4;BT;2011;CEF;C07971;0
<=10;0;<24, 48];Abril;1126.13;1126.42;1126.88;3/04/2014;7;MCF  Msj Con Familiar;27915.3;BT;2013;CNE;C07972;0
>10;0;>48;Abril;496.89;0;0;8/04/2014;10;MCF  Msj Con Familiar;9699.4;BT;2012;CNE;C07973;0
<=10;0;<24, 48];Abril;221.35;221.35;667.2;10/04/2014;11;TAT  Tratamiento al Titu;3994.85;BT;2012;CEF;C07974;0
<=10;0;<24, 48];Abril;99.89;0;0;14/04/2014;7;MCF  Msj Con Familiar;5888.91;BT;2013;CNE;C07976;0
<=10;0;<24, 48];Abril;176.59;0;0;22/04/2014;7;MCF  Msj Con Familiar;10572.9;BT;2014;CNE;C07977;0
<=10;0;<24, 48];Abril;115.93;0;297.61;14/04/2014;15;MCO  Msj Con Conyuge;7729.56;BT;2013;CEF;C07978;0
<=10;0;<=24;Abril;412.51;412.51;1222.56;10/04/2014;14;MCT  Msj Con Terceros;2339.71;BT;2013;CNE;C07980;0
<=10;0;<=24;Abril;2091.06;0;0;22/04/2014;18;TAT  Tratamiento al Titu;15564.3;BT;2013;CEF;C07982;1
<=10;0;<24, 48];Abril;512.93;0;1547.64;23/04/2014;8;TELF. NO CORRESPONDE;13605.2;BT;2013;CNE;C07983;0
<=10;0;<24, 48];Abril;436.04;0;0;1/04/2014;9;MCT  Msj Con Terceros;10333.2;BT;2012;CNE;C07984;0
<=10;0;<=24;Abril;425.19;225.19;479.69;23/04/2014;13;MCT  Msj Con Terceros;1353.23;BT;2013;CNE;C07985;1
<=10;0;>48;Abril;836.85;937.63;1115.36;25/04/2014;12;MCT  Msj Con Terceros;14139.2;BT;2013;CNE;C07986;1
<=10;0;<24, 48];Abril;683.3;681.75;898.25;15/04/2014;9;TAT  Tratamiento al Titu;16462.6;BT;2012;CEF;C07987;0
<=10;0;<=24;Abril;625.44;0;0;11/04/2014;12;MCT  Msj Con Terceros;3280.77;BT;2013;CNE;C07989;1
<=10;0;<24, 48];Abril;528.33;0;0;10/04/2014;7;PDP  Promesa De Pago;7519.16;BT;2012;CEF;C07990;0
<=10;0;<24, 48];Abril;426;0;1284.86;29/04/2014;17;TELF. NO CORRESPONDE;8260.52;BT;2012;CNE;C07991;1
>10;0;<24, 48];Abril;3768.45;3768.45;0;2/04/2014;8;MCT  Msj Con Terceros;35473.8;BT;2012;CNE;C07992;1
>10;0;<24, 48];Abril;1305.86;0;0;7/04/2014;8;PDP  Promesa De Pago;35115.5;BT;2012;CEF;C07993;0
<=10;1;>48;Abril;2697.94;0;0;1/04/2014;18;TAT  Tratamiento al Titu;17597;BT;2012;CEF;C07994;1
>10;0;>48;Abril;1354.82;0;0;4/04/2014;7;MCT  Msj Con Terceros;34540.9;BT;2012;CNE;C07995;0
>10;0;<24, 48];Abril;395.04;0;0;4/04/2014;14;MCF  Msj Con Familiar;7124.62;BT;2011;CNE;C07996;0
<=10;0;>48;Abril;157.34;0;0;3/04/2014;15;MCF  Msj Con Familiar;13347.8;BT;2013;CNE;C07997;0
<=10;0;<24, 48];Abril;680.35;0;0;22/04/2014;8;PDP  Promesa De Pago;19657.6;BT;2013;CEF;C07998;0
<=10;0;<=24;Abril;272.32;0;0;8/04/2014;9;PDP  Promesa De Pago;1705.44;BT;2013;CEF;C07999;0
<=10;0;<24, 48];Abril;139.98;0;0;4/04/2014;8;MCO  Msj Con Conyuge;3221.19;BT;2012;CEF;C08000;0
>10;0;<24, 48];Abril;169.98;169.36;0;23/04/2014;12;TELF. NO CORRESPONDE;3507.09;BT;2012;CNE;C08002;0
>10;0;<24, 48];Abril;286.75;26.1;51.91;15/04/2014;16;MCT  Msj Con Terceros;2758.71;BT;2011;CNE;C08003;0
<=10;0;>48;Abril;107.96;0;0;24/04/2014;18;MCT  Msj Con Terceros;14530;BT;2012;CNE;C08004;0
<=10;0;<=24;Abril;1018.61;0;0;14/04/2014;19;MCF  Msj Con Familiar;1011.36;BT;2014;CNE;C08005;0
>10;0;<24, 48];Abril;133.23;0;0;3/04/2014;14;PDP  Promesa De Pago;2194.99;BT;2011;CEF;C08006;0
<=10;0;<24, 48];Abril;411.54;463.11;594.71;4/04/2014;8;MCF  Msj Con Familiar;21509.3;BT;2014;CNE;C08007;0
<=10;0;<24, 48];Abril;364.95;0;0;4/04/2014;14;MCF  Msj Con Familiar;1416.72;BT;2011;CNE;C08009;0
<=10;0;<=24;Abril;491.19;0;0;29/04/2014;9;TAT  Tratamiento al Titu;2748.74;BT;2014;CEF;C08010;0
<=10;0;>48;Abril;703.31;0;0;3/04/2014;9;PDP  Promesa De Pago;65745.5;BT;2013;CEF;C08011;0
<=10;0;<24, 48];Abril;907.74;1216.17;0;10/04/2014;19;MCT  Msj Con Terceros;4415.53;BT;2012;CNE;C08012;1
<=10;0;<24, 48];Abril;800.55;801.25;802.28;3/04/2014;9;MCT  Msj Con Terceros;17072.6;BT;2013;CNE;C08013;0
<=10;0;<24, 48];Abril;68.54;0;177.45;3/04/2014;11;TELF. NO CORRESPONDE;8983;BT;2013;CNE;C08015;0
<=10;0;<=24;Abril;381.24;326.82;410.59;14/04/2014;9;MCT  Msj Con Terceros;7464.77;BT;2014;CNE;C08017;0
<=10;0;<=24;Abril;327.64;14.38;292.67;25/04/2014;7;MCT  Msj Con Terceros;5597.8;BT;2013;CNE;C08018;0
<=10;0;>48;Abril;301.59;1147.08;0;9/04/2014;11;TELF. NO CORRESPONDE;19441.4;BT;2011;CNE;C08020;0
>10;0;<24, 48];Abril;539.67;0;0;4/04/2014;13;PDP  Promesa De Pago;19519;BT;2012;CEF;C08021;0
>10;0;<24, 48];Abril;461.93;0;0;7/04/2014;13;TAT  Tratamiento al Titu;5887.38;BT;2011;CEF;C08022;0
<=10;0;<24, 48];Abril;393.09;649.75;0;30/04/2014;19;MCT  Msj Con Terceros;4418.42;BT;2012;CNE;C08024;1
>10;0;<24, 48];Abril;291.33;0;0;3/04/2014;12;PDP  Promesa De Pago;2826.59;BT;2012;CEF;C08025;0
<=10;0;<24, 48];Abril;1282.77;1717.44;0;11/04/2014;17;MCT  Msj Con Terceros;8148.02;BT;2012;CNE;C08026;1
>10;0;<24, 48];Abril;250.83;0;510;21/04/2014;12;MCC  Msj Con Comp De Trab;3088.8;BT;2012;CNE;C08027;0
<=10;0;<24, 48];Abril;1056.79;1416.14;0;29/04/2014;18;MCF  Msj Con Familiar;6797.4;BT;2013;CNE;C08028;1
<=10;0;>48;Abril;521.25;0;0;4/04/2014;7;TELF. NO CORRESPONDE;28756.4;BT;2013;CNE;C08029;0
<=10;0;<24, 48];Abril;51.02;0;0;15/04/2014;8;PDP  Promesa De Pago;7287.68;BT;2013;CEF;C08030;0
<=10;0;>48;Abril;273.86;0;0;3/04/2014;13;MCT  Msj Con Terceros;13923.3;BT;2012;CNE;C08031;0
<=10;0;<24, 48];Abril;1762.02;1110.59;6.5;2/04/2014;8;MCF  Msj Con Familiar;31834.2;BT;2013;CNE;C08032;0
>10;0;>48;Abril;618.04;1232.85;1851.88;23/04/2014;9;MCT  Msj Con Terceros;4640.98;BT;2010;CNE;C08033;0
>10;0;<24, 48];Abril;439.61;0;0;3/04/2014;11;PDP  Promesa De Pago;5931.28;BT;2011;CEF;C08034;0
<=10;0;<24, 48];Abril;171.57;0;397.74;4/04/2014;8;MCO  Msj Con Conyuge;7162.59;BT;2013;CEF;C08036;0
<=10;0;<24, 48];Abril;331.81;598.94;0;29/04/2014;10;MCF  Msj Con Familiar;4669;BT;2013;CNE;C08037;1
>10;0;<24, 48];Abril;897.7;978.65;1057.94;29/04/2014;11;MCT  Msj Con Terceros;5736.16;BT;2012;CNE;C08038;1
>10;0;<24, 48];Abril;277.18;0;0;9/04/2014;8;TELF. NO CORRESPONDE;1101.43;BT;2010;CNE;C08040;0
>10;0;<24, 48];Abril;593.78;613.46;596.71;8/04/2014;11;MCT  Msj Con Terceros;4136.02;BT;2010;CNE;C08041;0
>10;0;<24, 48];Abril;824.42;0;0;11/04/2014;12;TAT  Tratamiento al Titu;6411.24;BT;2010;CEF;C08043;0
>10;0;<24, 48];Abril;219.11;0;0;3/04/2014;16;MCF  Msj Con Familiar;836.8;BT;2011;CNE;C08044;0
<=10;0;<24, 48];Abril;821.74;0;2486.69;23/04/2014;15;TAT  Tratamiento al Titu;20074.2;BT;2013;CEF;C08045;0
<=10;0;<24, 48];Abril;528.75;625.42;959.84;4/04/2014;7;TELF. NO CORRESPONDE;18783.7;BT;2013;CNE;C08046;0
<=10;0;<24, 48];Abril;1252.05;0;0;3/04/2014;20;TELF. NO CORRESPONDE;17960.1;BT;2013;CNE;C08047;1
<=10;0;<=24;Abril;740.18;855.76;0;29/04/2014;11;MCT  Msj Con Terceros;4986.34;BT;2013;CNE;C08048;1
<=10;0;>48;Abril;650.98;0;1984.77;28/04/2014;16;MCF  Msj Con Familiar;23509.2;BT;2013;CNE;C08049;0
>10;0;<24, 48];Abril;1185.9;1185.85;2.9;28/04/2014;8;PDP  Promesa De Pago;10926.9;BT;2011;CEF;C08050;0
>10;0;<24, 48];Abril;151.71;148.65;167.86;3/04/2014;14;MCF  Msj Con Familiar;2994.96;BT;2011;CNE;C08051;0
>10;0;<24, 48];Abril;1383.72;1862.89;0;14/04/2014;10;MCS  Msj Con Secretaria;6601.82;BT;2012;CNE;C08052;1
<=10;0;<=24;Abril;523.02;0;0;9/04/2014;16;MCO  Msj Con Conyuge;668.92;BT;2014;CEF;C08053;0
<=10;0;<24, 48];Abril;161.17;0;0;8/04/2014;8;MCT  Msj Con Terceros;6467.96;BT;2013;CNE;C08054;0
>10;0;<24, 48];Abril;205.96;0;0;3/04/2014;11;PDP  Promesa De Pago;2166.42;BT;2012;CEF;C08055;0
<=10;0;<=24;Abril;846.22;0;0;4/04/2014;15;MCT  Msj Con Terceros;4326.94;BT;2013;CNE;C08056;1
<=10;0;<24, 48];Abril;975.82;0;0;29/04/2014;15;MCT  Msj Con Terceros;6600.47;BT;2013;CNE;C08059;1
<=10;0;<=24;Abril;310.8;313.12;0;9/04/2014;8;PDP  Promesa De Pago;4797.71;BT;2013;CEF;C08060;0
>10;0;<24, 48];Abril;328.98;0;0;25/04/2014;11;MCT  Msj Con Terceros;4612.06;BT;2011;CNE;C08061;0
<=10;0;<=24;Abril;626.31;629.99;0;11/04/2014;8;TAT  Tratamiento al Titu;616.94;BT;2014;CEF;C08062;1
<=10;0;<24, 48];Abril;748.73;748.73;0;1/04/2014;13;MCT  Msj Con Terceros;11406.5;BT;2013;CNE;C08063;0
<=10;0;<24, 48];Abril;1519.54;0;0;10/04/2014;8;MCT  Msj Con Terceros;25257.5;BT;2012;CNE;C08064;0
<=10;1;>48;Abril;864.31;864.29;864.29;16/04/2014;16;PDP  Promesa De Pago;15700;BT;2013;CEF;C08065;0
<=10;0;<24, 48];Abril;118.32;0;0;10/04/2014;16;TAT  Tratamiento al Titu;2377.42;BT;2013;CEF;C08066;0
<=10;0;<24, 48];Abril;1229.04;1645.69;0;21/04/2014;14;TELF. NO CORRESPONDE;12271.3;BT;2013;CNE;C08068;1
>10;0;>48;Abril;71.78;44.88;166.91;8/04/2014;11;PDP  Promesa De Pago;5124.41;BT;2011;CEF;C08069;1
<=10;0;<24, 48];Abril;21.86;0;0;22/04/2014;7;MCT  Msj Con Terceros;2605.05;BT;2011;CNE;C08070;0
>10;0;<24, 48];Abril;358.9;357.03;360.01;10/04/2014;10;MCT  Msj Con Terceros;2706.77;BT;2010;CNE;C08071;0
<=10;0;>48;Abril;385.27;0;0;3/04/2014;11;PDP  Promesa De Pago;8860.97;BT;2013;CEF;C08072;0
<=10;1;>48;Abril;672.42;0;0;28/04/2014;8;PDP  Promesa De Pago;62288.9;BT;2013;CEF;C08073;0
>10;0;>48;Abril;356.44;297.11;354.93;7/04/2014;15;TELF. NO CORRESPONDE;6153.38;BT;2011;CNE;C08074;0
>10;0;<24, 48];Abril;638.64;0;2186.09;1/04/2014;8;MCF  Msj Con Familiar;7783.12;BT;2012;CNE;C08075;0
>10;0;>48;Abril;880.35;0;0;30/04/2014;14;MCT  Msj Con Terceros;53855;BT;2012;CNE;C08077;0
<=10;0;<24, 48];Abril;264.72;264.09;797.32;23/04/2014;11;MCT  Msj Con Terceros;5740.15;BT;2012;CNE;C08078;0
>10;0;>48;Abril;2329.1;0;0;22/04/2014;10;PDP  Promesa De Pago;2288.13;BT;2010;CEF;C08080;0
>10;0;>48;Abril;34.7;0;0;9/04/2014;12;MCF  Msj Con Familiar;3786.52;BT;2010;CNE;C08081;0
>10;1;>48;Abril;1819.68;2534.23;0;25/04/2014;7;TAT  Tratamiento al Titu;15302.2;BT;2012;CEF;C08082;1
<=10;1;>48;Abril;3251.2;5507.34;0;4/04/2014;11;TAT  Tratamiento al Titu;63853.1;BT;2012;CEF;C08083;1
>10;0;<24, 48];Abril;589.19;0;0;4/04/2014;9;MCO  Msj Con Conyuge;3470.65;BT;2011;CEF;C08084;0
