ID.Cliente;Genero;Mayor65años;Socio;Dependientes;pemanencia;PhoneService;MultipleLineas;Internet;SeguridadOnline;Backup;ProteccionDispositivo;No servicio Internet;TVPago;PeliculasStreaming;TerminoContrato;FactElectronica;MetodoPago;CargoMensual;ImporteTotal;Churn
2888-ADFAO;Femenino;0;Si;Si;47;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TransfBanca (automatica);21.3;1041.8;No
8707-HOEDG;Femenino;0;Si;Si;70;Si;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;110.2;7689.8;No
3374-LXDEV;Femenino;0;No;No;13;Si;Si;Fibra Optica;No;Si;Si;Si;No;No;Mes a mes;No;Cheque electronico;89.4;1132.35;Si
4072-IPYLT;Femenino;0;Si;Si;36;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;No;TarjetaCredito (automatico);51.05;1815;No
7167-PCEYD;Masculino;0;No;No;67;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;Cheque fisico;19.8;1311.3;No
4936-YPJNK;Femenino;0;No;No;10;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;19.9;199.45;No
1580-BMCMR;Masculino;1;No;No;19;Si;No;Fibra Optica;Si;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;87.3;1637.3;No
4817-KEQSP;Femenino;0;Si;Si;71;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);19.85;1326.35;No
6408-WHTEF;Masculino;0;Si;Si;72;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;Cheque fisico;89.4;6376.55;No
9251-AWQGT;Femenino;0;Si;Si;48;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;20;935.9;No
8749-CLJXC;Masculino;0;No;No;1;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.05;20.05;No
7989-VCQOH;Masculino;0;Si;Si;18;Si;No;DSL;Si;No;Si;Si;Si;Si;Mes a mes;No;Cheque electronico;83.25;1611.15;No
5049-GLYVG;Masculino;0;No;No;1;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.6;20.6;Si
4199-QHJNM;Masculino;1;Si;No;67;Si;Si;Fibra Optica;No;Si;No;Si;Si;Si;Dos años;No;TransfBanca (automatica);102.9;6989.7;No
8882-TLVRW;Masculino;0;Si;Si;69;No;No servicio tel;DSL;Si;No;Si;Si;No;No;Dos años;No;Cheque fisico;39.1;2779.5;No
5883-GTGVD;Masculino;0;No;No;19;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;99.95;1931.75;Si
5135-GRQJV;Masculino;1;Si;No;72;Si;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;Si;Cheque fisico;114.5;8331.95;No
2384-OVPSA;Femenino;1;No;No;38;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;20.2;735.9;No
1371-WEPDS;Masculino;1;Si;No;40;Si;No;DSL;No;No;No;No;No;Si;Un año;No;Cheque electronico;55.8;2283.3;No
3580-GICBM;Femenino;0;Si;Si;61;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;Cheque fisico;24.2;1445.2;No
4817-QRJSX;Femenino;0;No;No;10;Si;Si;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);81;818.05;Si
9730-DRTMJ;Masculino;0;Si;No;32;Si;Si;DSL;Si;No;No;Si;Si;No;Un año;Si;TarjetaCredito (automatico);72.8;2333.05;No
4686-UXDML;Femenino;0;No;No;21;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);99.85;1992.55;No
3349-ANQNH;Femenino;1;No;No;59;Si;Si;Fibra Optica;No;No;Si;No;Si;Si;Un año;Si;Cheque electronico;99.5;5890;No
2398-YPMUR;Femenino;1;Si;No;13;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;70.15;916.75;Si
0932-YIXYU;Femenino;0;No;No;47;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);20.25;1029.8;No
7480-SPLEF;Masculino;0;Si;Si;69;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TransfBanca (automatica);26;1796.55;No
7636-XUHWW;Masculino;0;No;No;2;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;TarjetaCredito (automatico);19.9;33.7;No
1431-CYWMH;Femenino;0;Si;Si;22;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TransfBanca (automatica);19.05;454.05;No
5937-EORGB;Masculino;1;Si;No;15;Si;Si;Fibra Optica;Si;No;Si;No;Si;No;Mes a mes;Si;Cheque electronico;96.5;1392.25;No
6349-JDHQP;Femenino;0;No;No;53;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);19.85;1049.6;No
5539-HIVAK;Femenino;1;Si;No;28;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;25.7;734.6;No
5847-MXBEO;Masculino;0;No;No;22;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;20.3;475.1;No
9985-MWVIX;Femenino;0;No;No;1;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;70.15;70.15;Si
4583-PARNH;Masculino;1;Si;No;16;Si;No;Fibra Optica;No;No;Si;Si;No;Si;Mes a mes;Si;Cheque electronico;91.55;1540.05;No
1116-FRYVH;Femenino;0;Si;Si;48;No;No servicio tel;DSL;Si;Si;No;Si;No;No;Dos años;No;Cheque fisico;39.4;1978.65;No
1421-HCERK;Masculino;1;Si;No;30;Si;Si;Fibra Optica;Si;Si;Si;Si;Si;No;Mes a mes;Si;TransfBanca (automatica);105.7;3181.8;No
9633-XQABV;Femenino;0;No;No;3;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;70.25;229.7;No
0716-BQNDX;Masculino;1;No;No;57;Si;Si;Fibra Optica;Si;No;No;Si;No;Si;Dos años;No;Cheque electronico;93.75;5625.55;No
1265-XTECC;Femenino;1;Si;No;68;Si;Si;Fibra Optica;Si;Si;No;No;No;Si;Un año;Si;TarjetaCredito (automatico);96.55;6581.9;Si
1183-CANVH;Femenino;0;Si;No;23;Si;No;DSL;No;No;No;Si;Si;No;Un año;No;TransfBanca (automatica);60;1347.15;No
1972-XMUWV;Femenino;0;Si;No;65;Si;No;DSL;No;No;No;Si;Si;No;Dos años;Si;TarjetaCredito (automatico);59.8;3808.2;No
8679-LZBMD;Masculino;0;Si;No;44;Si;No;Fibra Optica;No;No;No;No;Si;Si;Un año;Si;TransfBanca (automatica);90.65;3974.15;No
3407-JMJQQ;Femenino;0;Si;Si;71;Si;Si;Fibra Optica;Si;Si;Si;No;Si;Si;Dos años;Si;TransfBanca (automatica);109;7661.8;No
6252-DFGTK;Femenino;0;Si;No;37;Si;Si;DSL;Si;No;Si;Si;No;No;Un año;No;TarjetaCredito (automatico);68.1;2479.25;No
1539-LNKHM;Femenino;0;No;No;12;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.4;266.6;No
8645-KOMJQ;Masculino;0;Si;Si;69;Si;Si;DSL;No;Si;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);81.95;5601.4;No
0289-IVARM;Femenino;0;No;No;35;Si;No;DSL;Si;Si;Si;No;No;No;Mes a mes;No;Cheque electronico;60.55;1982.6;No
9761-XUJWD;Masculino;0;No;No;5;Si;No;DSL;No;Si;No;Si;No;Si;Mes a mes;Si;TransfBanca (automatica);65.6;339.9;No
4057-FKCZK;Masculino;0;Si;Si;58;Si;Si;Fibra Optica;No;No;No;No;Si;No;Dos años;No;TransfBanca (automatica);82.5;4828.05;No
4291-TPNFG;Masculino;0;Si;No;72;Si;Si;DSL;Si;Si;Si;Si;No;Si;Dos años;Si;TransfBanca (automatica);82.3;5980.55;No
6087-YPWHO;Masculino;0;Si;No;72;Si;Si;DSL;Si;Si;Si;Si;No;No;Dos años;No;Cheque fisico;68.15;4808.7;No
3090-QFUVD;Femenino;0;No;No;1;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;TarjetaCredito (automatico);20.3;20.3;No
2237-ZFSMY;Femenino;0;No;No;39;Si;No;Fibra Optica;Si;No;Si;Si;Si;No;Un año;Si;Cheque electronico;95.55;3692.85;Si
1722-LDZJS;Masculino;0;Si;Si;53;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TarjetaCredito (automatico);20.2;1068.15;No
1818-ESQMW;Femenino;0;No;No;27;Si;No;Fibra Optica;No;No;Si;Si;No;Si;Mes a mes;Si;Cheque electronico;89.2;2383.6;No
4871-JTKJF;Femenino;1;No;No;1;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;69.65;69.65;Si
1415-YFWLT;Femenino;1;No;No;1;Si;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;89.3;89.3;Si
7401-RUBNK;Femenino;0;Si;No;18;Si;No;Fibra Optica;Si;No;No;No;No;No;Mes a mes;No;Cheque electronico;74.8;1438.05;No
0506-YLVKJ;Masculino;0;Si;Si;46;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;Cheque fisico;20.2;917.45;No
8661-BOYNW;Femenino;0;Si;No;72;Si;Si;DSL;Si;No;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);84.4;6096.45;No
6711-VTNRE;Femenino;0;No;No;36;Si;No;Fibra Optica;No;No;Si;Si;No;Si;Mes a mes;Si;Cheque electronico;87.55;3078.1;Si
4815-GBTCD;Femenino;0;Si;No;4;No;No servicio tel;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;25.15;99.95;No
2805-AUFQN;Femenino;0;No;No;25;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);19.8;475.2;No
0980-PVMRC;Femenino;0;Si;Si;40;No;No servicio tel;DSL;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;50.85;2036.55;No
7233-DRTRF;Masculino;0;Si;No;63;Si;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;102.4;6444.05;No
3500-RMZLT;Femenino;1;No;No;15;Si;No;Fibra Optica;Si;No;Si;Si;No;Si;Mes a mes;Si;Cheque fisico;96.3;1426.75;Si
3873-NFTGI;Masculino;0;No;No;14;Si;Si;DSL;No;Si;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);55.5;767.55;No
1162-ECVII;Masculino;1;Si;No;72;Si;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);109.75;7932.5;No
7048-GXDAY;Masculino;0;No;No;39;Si;Si;Fibra Optica;Si;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;106.4;4040.65;No
8571-ZCMCX;Femenino;0;Si;Si;47;No;No servicio tel;DSL;Si;Si;Si;No;Si;Si;Dos años;Si;TarjetaCredito (automatico);60;2768.65;No
1169-WCVAK;Masculino;0;Si;No;19;Si;Si;Fibra Optica;Si;Si;No;Si;No;No;Mes a mes;Si;TarjetaCredito (automatico);88.8;1672.35;No
4548-SDBKE;Femenino;0;No;No;5;Si;Si;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;85.2;474.8;Si
8066-POXGX;Femenino;0;No;No;13;No;No servicio tel;DSL;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;35.1;446.1;Si
7129-CAKJW;Femenino;0;No;No;17;Si;Si;Fibra Optica;No;No;Si;No;No;No;Mes a mes;No;TransfBanca (automatica);80.05;1345.65;No
8695-ARGXZ;Masculino;1;Si;No;34;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;75.55;2425.4;No
3570-YUEKJ;Femenino;0;No;No;42;Si;No;DSL;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;49.55;2077.95;No
4143-OOBWZ;Masculino;0;Si;No;5;Si;Si;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;81.3;416.3;Si
1555-HAPSU;Femenino;0;Si;Si;71;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);23.9;1663.5;No
1697-NVVGY;Masculino;1;Si;No;19;Si;No;DSL;Si;No;Si;No;Si;No;Mes a mes;No;TransfBanca (automatica);66.4;1286.05;No
7854-EKTJL;Femenino;0;No;Si;2;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque electronico;19.6;35.85;Si
8464-EETCQ;Masculino;0;No;No;57;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);18.8;1094.35;No
2419-FSORS;Masculino;0;Si;No;72;Si;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;108.4;7719.5;No
8132-YPVBX;Femenino;0;No;No;6;Si;No;Fibra Optica;No;Si;No;No;No;Si;Mes a mes;Si;Cheque fisico;85.95;514.6;No
9102-IAYHT;Femenino;0;Si;Si;17;Si;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;85.45;1451.6;Si
6754-LZUKA;Masculino;0;Si;No;61;Si;Si;DSL;No;Si;Si;No;Si;Si;Dos años;No;TransfBanca (automatica);80.9;4932.5;No
3422-LYEPQ;Masculino;0;Si;Si;1;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;71;71;Si
8099-MZPUJ;Masculino;0;Si;Si;48;Si;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);111.8;5443.65;No
0787-LHDYT;Masculino;0;No;No;16;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;TarjetaCredito (automatico);20.6;330.25;No
2642-DTVCO;Masculino;1;No;No;9;Si;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;Si;Cheque electronico;85.05;746.5;Si
0374-IOEGQ;Femenino;0;No;No;3;Si;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;44.6;122.7;No
4361-JEIVL;Masculino;0;No;Si;1;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;44.4;44.4;Si
3197-NNYNB;Masculino;0;No;No;65;Si;Si;Fibra Optica;No;Si;Si;No;Si;Si;Dos años;No;TarjetaCredito (automatico);105.1;6631.85;No
3396-DKDEL;Femenino;0;Si;Si;70;Si;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);115.15;8250;No
1752-OZXFY;Masculino;0;Si;No;60;Si;No;DSL;Si;No;No;No;Si;No;Un año;Si;Cheque fisico;59.8;3561.15;No
9066-QRSDU;Femenino;0;Si;No;69;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;Cheque electronico;26.3;1763.55;No
9112-WSNPU;Femenino;1;No;No;35;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;70.55;2419;No
9867-NNXLC;Femenino;0;No;No;22;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;20.05;470.2;No
5321-NTRKC;Masculino;0;Si;Si;66;Si;Si;DSL;No;Si;Si;No;Si;Si;Dos años;No;TransfBanca (automatica);79.85;5234.95;No
1363-TXLSL;Masculino;1;Si;No;1;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;70.3;70.3;Si
9507-EXLTT;Femenino;0;Si;No;1;Si;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;TransfBanca (automatica);79.35;79.35;Si
3161-GETRM;Masculino;0;Si;Si;34;Si;Si;Fibra Optica;No;No;Si;No;No;Si;Mes a mes;Si;TarjetaCredito (automatico);90.05;3097;No
0402-OAMEN;Femenino;0;Si;Si;72;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);24.45;1709.1;No
6933-VLYFX;Masculino;0;Si;Si;31;No;No servicio tel;DSL;Si;No;Si;Si;Si;Si;Un año;No;Cheque electronico;59.95;1848.8;No
6754-WKSHP;Masculino;0;No;Si;30;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TransfBanca (automatica);25.35;723.3;No
9846-GKXAS;Femenino;0;No;No;9;Si;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;TransfBanca (automatica);90.8;809.75;Si
6017-PPLPX;Masculino;0;Si;Si;20;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;70.45;1470.95;Si
4976-LNFVV;Masculino;1;Si;No;19;No;No servicio tel;DSL;No;Si;Si;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);34.3;577.15;No
5055-MGMGF;Femenino;0;Si;No;65;Si;Si;Fibra Optica;Si;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;105.05;6914.95;No
4641-FROLU;Femenino;0;Si;Si;30;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;19.3;602.9;No
2862-JVEOY;Masculino;0;No;No;6;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;19.15;124.4;No
2969-QWUBZ;Femenino;0;No;No;2;No;No servicio tel;DSL;No;Si;No;No;Si;Si;Mes a mes;No;Cheque electronico;51.4;96.8;No
9822-BIIGN;Masculino;0;Si;Si;53;Si;Si;DSL;Si;No;No;Si;No;Si;Mes a mes;No;Cheque electronico;71.85;3827.9;No
2077-MPJQO;Masculino;1;Si;No;7;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;75.4;533.05;No
1534-OULXE;Femenino;0;Si;Si;61;Si;No;DSL;Si;No;No;No;No;No;Un año;Si;TransfBanca (automatica);49.7;2961.4;No
7136-RVDTZ;Masculino;1;No;No;70;No;No servicio tel;DSL;No;No;No;No;Si;Si;Un año;Si;Cheque electronico;45.25;3264.45;Si
2971-SGAFL;Femenino;0;No;No;13;Si;Si;DSL;Si;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;78.75;995.35;No
1480-IVEVR;Masculino;1;Si;No;35;Si;Si;Fibra Optica;No;No;Si;No;No;No;Un año;Si;TransfBanca (automatica);81.6;2815.25;No
2905-KFQUV;Femenino;0;Si;No;2;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);70.4;154.8;No
4581-SSPWD;Femenino;0;No;No;3;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;75.8;246.3;Si
3370-HXOPH;Femenino;0;No;No;3;Si;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;76.1;257.6;No
9391-YZEJW;Femenino;0;No;No;62;Si;Si;Fibra Optica;No;No;No;No;Si;Si;Un año;Si;TransfBanca (automatica);94;5757.2;No
9958-MEKUC;Masculino;0;Si;Si;72;Si;Si;Fibra Optica;Si;Si;Si;Si;No;Si;Dos años;No;TarjetaCredito (automatico);103.95;7517.7;No
0281-CNTZX;Masculino;0;Si;No;63;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TransfBanca (automatica);19.95;1234.8;No
6927-WTFIV;Masculino;1;No;No;20;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;TarjetaCredito (automatico);71.3;1389.2;Si
4118-CEVPF;Femenino;1;No;No;35;Si;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Un año;Si;TransfBanca (automatica);110.8;3836.3;No
3398-ZOUAA;Masculino;1;Si;No;21;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;69.1;1474.75;Si
9114-VEPUF;Masculino;0;Si;No;62;Si;Si;Fibra Optica;Si;Si;No;No;No;Si;Un año;No;Cheque electronico;96.1;6001.45;No
7876-BEUTG;Femenino;0;No;No;15;Si;Si;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;48.8;720.1;No
2338-BQEZT;Femenino;0;No;No;55;Si;No;DSL;Si;No;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);50.55;2832.75;No
9873-MNDKV;Femenino;0;No;No;11;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;44.65;472.25;No
0378-NHQXU;Femenino;0;Si;Si;17;Si;Si;Fibra Optica;No;No;Si;No;Si;No;Mes a mes;No;Cheque electronico;88.25;1460.65;Si
8241-JUIQO;Femenino;0;No;No;61;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TransfBanca (automatica);19.45;1336.35;No
2194-IIQOF;Femenino;0;Si;No;71;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);89.3;6388.65;No
4512-ZUIYL;Femenino;0;No;No;2;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;TransfBanca (automatica);70;153.05;Si
9631-RXVJM;Masculino;0;No;No;35;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;19.25;677.9;No
9584-EXCDZ;Femenino;0;No;No;17;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;TransfBanca (automatica);70.5;1165.6;No
7969-AULMZ;Femenino;0;No;No;21;Si;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;97.35;2119.5;Si
5093-FEGLU;Femenino;0;Si;No;47;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);19.65;921.55;No
2621-UDNLU;Femenino;0;Si;No;3;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.85;72;No
7526-IVLYU;Masculino;0;No;No;3;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;19.65;68.35;No
2428-HYUNX;Masculino;1;Si;No;44;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TarjetaCredito (automatico);19.35;847.25;No
9214-EKVXR;Femenino;0;No;No;1;Si;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;44;44;No
3410-MHHUM;Femenino;0;Si;Si;44;Si;Si;Fibra Optica;No;Si;Si;No;No;Si;Un año;No;Cheque electronico;94.4;4295.35;No
0568-ONFPC;Masculino;0;Si;Si;5;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;TransfBanca (automatica);25.9;135;Si
0733-VUNUW;Masculino;0;No;No;24;Si;Si;DSL;Si;No;No;No;No;No;Mes a mes;Si;TransfBanca (automatica);55.65;1400.55;Si
4550-EVXNY;Femenino;0;No;Si;1;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;69.65;69.65;Si
2122-YWVYA;Femenino;0;No;No;18;Si;No;Fibra Optica;Si;No;No;No;No;No;Mes a mes;Si;Cheque electronico;75.4;1380.4;No
2968-SSGAA;Femenino;0;No;No;10;Si;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;100.6;1060.2;Si
2296-DKZFP;Femenino;0;Si;No;65;Si;No;DSL;Si;Si;Si;No;No;Si;Dos años;No;TransfBanca (automatica);71;4386.2;No
4844-JJWUY;Femenino;1;No;No;1;Si;No;Fibra Optica;No;Si;No;No;No;Si;Mes a mes;Si;Cheque electronico;86;86;Si
6777-TGHTM;Femenino;0;No;No;53;Si;Si;Fibra Optica;Si;No;Si;No;Si;Si;Un año;Si;TarjetaCredito (automatico);106.95;5785.5;Si
8909-BOLNL;Masculino;0;No;No;3;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;21.2;52.05;No
6603-YRDCJ;Masculino;0;Si;No;33;Si;No;DSL;Si;Si;No;Si;No;No;Dos años;Si;Cheque fisico;61.05;2018.4;No
3538-WZPHD;Masculino;0;No;No;3;No;No servicio tel;DSL;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;29.6;79.45;Si
3229-USWAR;Femenino;0;No;No;34;Si;No;DSL;Si;No;Si;Si;Si;Si;Un año;Si;TransfBanca (automatica);79.95;2727.3;No
2138-VFAPZ;Femenino;0;Si;Si;14;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;Cheque fisico;19.7;263.65;No
6131-JLWZM;Femenino;0;No;No;13;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;20.3;275.4;No
4785-QRJHC;Masculino;1;Si;No;46;No;No servicio tel;DSL;No;Si;Si;Si;Si;Si;Un año;Si;TransfBanca (automatica);59.9;2816.65;Si
0269-XFESX;Masculino;0;Si;Si;23;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;24.35;538.5;No
1709-EJDOX;Femenino;0;Si;Si;47;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;19.75;948.9;No
