edad ;trabajo;estado civil;nivel educación;Credito_default;balance_anual;Prestamo_vivienda;Prestamo_personal;contacto;contacto_diaU;Contacto_mesU;Duración_contactoU;Nro_contactosCampaña;Veces_contatado;y
36;técnico;Casado;Secundaria;Si;569;Si;no;Celular;9;apr;265;1;5;Si
39;técnico;Casado;Secundaria;Si;1161;Si;no;Celular;9;apr;236;1;1;Si
33;Administrador;Casado;Secundaria;Si;0;no;no;Celular;13;apr;244;2;0;Si
32;técnico;Casado;Secundaria;Si;1539;Si;no;Celular;13;apr;160;3;0;Si
36;Administrador;Casado;Secundaria;Si;1;Si;Si;Celular;13;apr;84;2;0;Si
40;Administrador;Casado;Secundaria;Si;1548;Si;no;Celular;13;apr;101;3;0;Si
43;obrero;Casado;Secundaria;Si;2901;Si;no;Celular;13;apr;179;4;0;Si
29;obrero;Casado;Secundaria;Si;18;Si;no;Celular;13;apr;297;3;0;Si
35;técnico;Casado;Secundaria;Si;327;Si;no;Celular;13;apr;537;3;0;Si
43;obrero;Casado;Secundaria;Si;678;Si;Si;Celular;13;apr;299;3;0;Si
41;obrero;Casado;Secundaria;Si;-56;Si;no;Celular;13;apr;137;1;2;Si
42;empresario;Casado;Secundaria;Si;1068;Si;no;Celular;13;apr;444;1;8;Si
45;obrero;Casado;Secundaria;Si;96;Si;no;Celular;13;apr;348;3;2;Si
36;admin.;Soltero;Secundaria;Si;2556;Si;no;Celular;13;apr;342;1;0;Si
34;admin.;Casado;Secundaria;Si;1499;Si;no;Celular;13;apr;186;1;2;Si
34;obrero;Casado;Secundaria;Si;837;Si;Si;Celular;13;apr;495;1;0;Si
30;Administrador;Casado;Secundaria;Si;1418;Si;Si;Celular;13;apr;185;2;0;Si
29;técnico;Soltero;Secundaria;Si;110;Si;no;Celular;13;apr;1036;1;0;Si
52;obrero;Casado;Secundaria;Si;8180;Si;no;Celular;13;apr;81;1;1;Si
31;obrero;Casado;Secundaria;Si;1406;Si;Si;Celular;13;apr;1091;2;0;Si
44;admin.;divorciado;Secundaria;Si;21;Si;no;Celular;13;apr;681;3;0;Si
39;servicios;divorciado;Secundaria;Si;0;Si;no;Celular;13;apr;1006;2;0;Si
43;obrero;divorciado;Secundaria;Si;59;Si;no;Celular;13;apr;157;3;0;Si
45;admin.;Soltero;Secundaria;Si;946;Si;no;Celular;13;apr;754;3;6;Si
60;Administrador;Casado;Secundaria;Si;252;Si;Si;Celular;13;apr;123;2;3;Si
49;obrero;Soltero;Secundaria;Si;8982;Si;no;Celular;13;apr;470;2;1;Si
31;Administrador;Casado;Secundaria;Si;357;Si;no;Celular;13;apr;201;2;5;Si
31;obrero;Casado;Secundaria;Si;1716;Si;no;Celular;13;apr;542;2;2;Si
38;admin.;divorciado;Secundaria;Si;3834;Si;no;Celular;13;apr;363;2;1;Si
30;obrero;Soltero;Secundaria;Si;464;Si;no;Celular;13;apr;686;1;0;Si
43;obrero;Casado;Secundaria;Si;1288;Si;no;Celular;13;apr;136;1;1;Si
43;obrero;Casado;Secundaria;Si;2355;Si;Si;Celular;13;apr;333;3;0;Si
38;obrero;Casado;Secundaria;Si;1663;Si;no;Celular;13;apr;217;3;1;Si
42;obrero;Casado;Secundaria;Si;7735;Si;no;Celular;13;apr;166;1;2;Si
41;técnico;Casado;Secundaria;Si;816;Si;Si;Celular;13;apr;520;2;1;Si
30;admin.;Casado;Secundaria;Si;695;Si;no;Celular;13;apr;478;2;0;Si
37;empresario;Soltero;Secundaria;Si;-961;no;no;Celular;13;apr;294;1;0;Si
40;obrero;Casado;Secundaria;Si;3090;Si;no;Celular;13;apr;664;1;0;Si
49;admin.;divorciado;Secundaria;Si;190;Si;no;Celular;13;apr;421;1;0;Si
34;Administrador;Casado;Secundaria;Si;1116;Si;no;Celular;13;apr;120;1;5;Si
39;admin.;Casado;Secundaria;Si;201;Si;no;Celular;13;apr;263;3;0;Si
48;obrero;Casado;Secundaria;Si;3752;Si;no;Celular;13;apr;215;5;0;Si
42;obrero;Casado;Secundaria;Si;2103;Si;no;Celular;13;apr;384;2;0;Si
31;empresario;divorciado;Secundaria;Si;290;Si;no;Celular;13;apr;230;1;0;Si
35;Administrador;Soltero;Secundaria;Si;1599;Si;Si;Celular;13;apr;407;1;0;Si
34;técnico;Soltero;Secundaria;Si;925;Si;no;Celular;13;apr;709;1;0;Si
41;admin.;Casado;Secundaria;Si;5110;Si;no;Celular;13;apr;231;1;0;Si
40;admin.;Casado;Secundaria;Si;5087;Si;no;Celular;13;apr;455;2;0;Si
31;técnico;Casado;Secundaria;Si;5467;Si;no;Celular;13;apr;251;1;0;Si
40;servicios;Casado;Secundaria;Si;1293;Si;no;Celular;13;apr;128;3;0;Si
43;obrero;divorciado;Secundaria;Si;515;Si;no;Celular;13;apr;199;2;1;Si
50;admin.;divorciado;Secundaria;Si;-194;Si;no;Celular;13;apr;238;2;0;Si
56;obrero;Casado;Secundaria;Si;2765;no;no;Celular;13;apr;222;3;0;Si
26;Administrador;Soltero;Secundaria;Si;-3;no;no;Celular;13;apr;1022;2;0;Si
37;obrero;Casado;Secundaria;Si;897;Si;no;Celular;13;apr;119;2;2;Si
28;obrero;Casado;Secundaria;Si;631;Si;no;Celular;13;apr;151;1;0;Si
33;Administrador;Soltero;Secundaria;Si;215;Si;no;Celular;13;apr;1058;1;1;Si
29;servicios;divorciado;Secundaria;Si;84;Si;no;Celular;13;apr;1101;2;0;Si
31;Administrador;Soltero;Secundaria;Si;999;Si;no;Celular;13;apr;187;5;0;Si
52;obrero;Casado;Secundaria;Si;543;Si;no;Celular;13;apr;211;2;0;Si
36;admin.;Soltero;Secundaria;Si;587;Si;no;Celular;13;apr;239;3;0;Si
27;servicios;Soltero;Secundaria;Si;150;no;no;Celular;13;apr;81;3;0;Si
44;Independiente;Soltero;Secundaria;Si;1367;Si;no;Celular;13;apr;1232;3;1;Si
30;Independiente;Casado;Secundaria;Si;1772;Si;no;Celular;13;apr;158;4;0;Si
30;obrero;Casado;Secundaria;Si;-93;Si;no;Celular;13;apr;173;4;0;Si
35;obrero;Casado;Secundaria;Si;5271;Si;no;Celular;14;apr;119;2;0;Si
80;Jubilado;Casado;Secundaria;Si;1861;no;no;Telefono;14;apr;563;2;0;Si
57;Administrador;Casado;Secundaria;Si;1318;no;no;Celular;14;apr;142;2;0;Si
33;obrero;Casado;Secundaria;Si;91;Si;no;Celular;14;apr;283;2;0;Si
32;admin.;divorciado;Secundaria;Si;410;Si;no;Celular;14;apr;129;1;0;Si
59;obrero;Casado;Secundaria;Si;11066;no;no;Telefono;14;apr;86;6;0;Si
24;técnico;Soltero;Secundaria;Si;139;no;no;Celular;14;apr;259;1;0;Si
38;técnico;Casado;Secundaria;Si;52;Si;no;Celular;14;apr;82;4;0;Si
45;obrero;Casado;Secundaria;Si;863;Si;no;Celular;14;apr;565;2;0;Si
39;servicios;Casado;Secundaria;Si;554;Si;no;Celular;14;apr;251;1;0;Si
32;servicios;Soltero;Secundaria;Si;758;Si;no;Celular;14;apr;262;1;0;Si
33;técnico;Soltero;Secundaria;Si;318;Si;no;Celular;14;apr;401;1;0;Si
35;obrero;Casado;Secundaria;Si;120;Si;no;Celular;14;apr;269;3;1;Si
44;servicios;Casado;Secundaria;Si;1450;Si;no;Celular;14;apr;356;1;2;Si
36;servicios;Soltero;Secundaria;Si;1405;Si;no;Celular;14;apr;283;3;0;Si
34;Administrador;Casado;Secundaria;Si;703;Si;no;Celular;14;apr;342;1;0;Si
41;Administrador;Casado;Secundaria;Si;-456;no;no;Celular;14;apr;427;4;1;Si
40;Independiente;Casado;Secundaria;Si;13669;no;no;Celular;14;apr;255;7;0;Si
45;técnico;Soltero;Secundaria;Si;237;Si;no;Celular;14;apr;110;1;1;Si
36;técnico;Casado;Secundaria;Si;15485;no;no;Celular;14;apr;461;1;0;Si
33;Administrador;Casado;Secundaria;Si;0;Si;no;Celular;14;apr;535;3;1;Si
59;técnico;Casado;Secundaria;Si;0;Si;no;Celular;14;apr;145;1;0;Si
25;estudiante;Soltero;Secundaria;Si;1765;Si;no;Telefono;14;apr;111;3;2;Si
35;desempleado;Casado;Secundaria;Si;2080;Si;no;Telefono;14;apr;266;3;0;Si
82;Empleada Hogar;Casado;Secundaria;Si;2140;no;no;Telefono;14;apr;118;6;0;Si
58;obrero;Casado;Secundaria;Si;5445;Si;no;Celular;14;apr;391;1;0;Si
31;obrero;Soltero;Secundaria;Si;609;Si;no;Celular;14;apr;1126;1;1;Si
34;Administrador;Soltero;Secundaria;Si;2646;no;no;Celular;14;apr;142;1;0;Si
40;técnico;Casado;Secundaria;Si;1641;Si;no;Celular;14;apr;855;1;0;Si
33;admin.;Soltero;Secundaria;Si;572;Si;no;Celular;14;apr;344;1;2;Si
22;estudiante;Soltero;Secundaria;Si;107;no;no;Celular;14;apr;125;1;0;Si
32;técnico;Casado;Secundaria;Si;765;Si;Si;Celular;14;apr;850;2;0;Si
37;técnico;Casado;Secundaria;Si;474;Si;no;Celular;14;apr;85;1;1;Si
66;Jubilado;Casado;Secundaria;Si;3473;no;no;Celular;14;apr;441;2;0;Si
54;admin.;Casado;Secundaria;Si;3136;Si;no;Telefono;14;apr;104;1;1;Si
32;obrero;Casado;Secundaria;Si;180;Si;no;Celular;14;apr;179;1;1;Si
36;Administrador;Soltero;Secundaria;Si;4394;Si;no;Celular;14;apr;114;1;0;Si
36;Administrador;divorciado;Secundaria;Si;102;Si;no;Celular;14;apr;114;1;0;Si
36;servicios;Soltero;Secundaria;Si;-253;Si;no;Celular;14;apr;1073;1;0;Si
29;servicios;Casado;Secundaria;Si;690;Si;no;Celular;14;apr;553;2;1;Si
65;Administrador;Casado;Secundaria;Si;5251;no;no;Telefono;14;apr;226;5;0;Si
54;Empleada Hogar;Casado;Secundaria;Si;0;no;no;Celular;14;apr;94;5;3;Si
44;admin.;divorciado;Secundaria;Si;0;no;no;Celular;14;apr;1594;1;1;Si
65;Jubilado;Casado;Secundaria;Si;2;no;no;Celular;14;apr;450;1;0;Si
43;admin.;Casado;Secundaria;Si;1159;Si;no;Celular;14;apr;114;2;0;Si
38;admin.;Casado;Secundaria;Si;766;Si;no;Celular;14;apr;461;2;1;Si
32;obrero;Casado;Secundaria;Si;1287;Si;no;Celular;14;apr;297;2;0;Si
62;Jubilado;Casado;Secundaria;Si;1084;no;no;Celular;14;apr;505;1;0;Si
25;Administrador;Soltero;Secundaria;Si;702;no;no;Celular;14;apr;163;2;0;Si
27;Independiente;Casado;Secundaria;Si;10005;Si;no;Celular;14;apr;163;3;2;Si
61;Independiente;divorciado;Secundaria;Si;6;Si;no;Celular;14;apr;133;2;0;Si
40;técnico;Soltero;Secundaria;Si;1175;no;no;Celular;14;apr;184;1;0;Si
41;Empleada Hogar;Casado;Secundaria;Si;0;no;no;Celular;14;apr;168;1;0;Si
30;técnico;Soltero;Secundaria;Si;2731;Si;no;Celular;14;apr;314;1;0;Si
65;Jubilado;Casado;Secundaria;Si;2173;no;no;Celular;14;apr;72;1;0;Si
32;técnico;Soltero;Secundaria;Si;1012;no;no;Celular;14;apr;178;1;0;Si
75;Jubilado;divorciado;Secundaria;Si;105;no;no;Celular;14;apr;232;1;0;Si
24;Administrador;Casado;Secundaria;Si;448;no;no;Celular;14;apr;324;1;0;Si
35;obrero;Casado;Secundaria;Si;106;Si;no;Celular;14;apr;252;5;0;Si
33;obrero;Soltero;Secundaria;Si;1254;Si;no;Celular;14;apr;584;1;0;Si
77;Jubilado;divorciado;Secundaria;Si;4659;no;no;Celular;14;apr;161;1;0;Si
62;Empleada Hogar;Casado;Secundaria;Si;1528;no;no;Celular;14;apr;496;1;0;Si
34;obrero;Soltero;Secundaria;Si;47;Si;no;Celular;14;apr;232;1;2;Si
29;servicios;Casado;Secundaria;Si;489;Si;no;Celular;14;apr;332;3;0;Si
30;desempleado;Casado;Secundaria;Si;330;no;no;Celular;14;apr;111;1;0;Si
34;servicios;Casado;Secundaria;Si;6662;Si;Si;Celular;14;apr;308;2;0;Si
78;Jubilado;divorciado;Secundaria;Si;2628;no;no;Telefono;14;apr;129;2;0;Si
33;admin.;Soltero;Secundaria;Si;867;Si;no;Celular;14;apr;247;1;0;Si
29;admin.;Soltero;Secundaria;Si;731;no;no;Celular;14;apr;107;3;0;Si
43;obrero;Casado;Secundaria;Si;2273;Si;no;Celular;14;apr;424;2;3;Si
32;Administrador;Soltero;Secundaria;Si;574;Si;no;Celular;14;apr;259;2;3;Si
34;admin.;Casado;Secundaria;Si;395;Si;no;Celular;14;apr;258;8;0;Si
36;Administrador;Casado;Secundaria;Si;926;no;no;Celular;14;apr;216;1;0;Si
39;obrero;Casado;Secundaria;Si;7685;Si;no;Celular;14;apr;493;3;0;Si
56;técnico;Casado;Secundaria;Si;3931;no;no;Celular;14;apr;115;1;0;Si
49;obrero;Casado;Secundaria;Si;1111;Si;Si;Celular;14;apr;104;3;0;Si
36;obrero;Casado;Secundaria;Si;325;no;no;Celular;14;apr;119;2;2;Si
33;admin.;Casado;Secundaria;Si;2374;Si;no;Celular;14;apr;706;2;0;Si
33;admin.;Soltero;Secundaria;Si;549;Si;no;Celular;14;apr;44;2;0;Si
58;obrero;Casado;Secundaria;Si;0;no;Si;Celular;14;apr;101;5;0;Si
29;desempleado;Soltero;Secundaria;Si;25;no;no;Celular;14;apr;207;2;0;Si
78;desconocido;Casado;Secundaria;Si;2235;no;no;Telefono;14;apr;300;3;0;Si
56;servicios;divorciado;Secundaria;Si;6101;no;no;Celular;14;apr;422;4;0;Si
53;obrero;Casado;Secundaria;Si;1311;no;no;Telefono;14;apr;61;3;0;Si
34;admin.;Soltero;Secundaria;Si;852;no;no;Celular;14;apr;108;2;0;Si
59;obrero;Casado;Secundaria;Si;681;Si;no;Telefono;14;apr;427;2;0;Si
57;servicios;divorciado;Secundaria;Si;1877;Si;no;Celular;14;apr;225;4;1;Si
31;Administrador;Soltero;Secundaria;Si;2384;Si;no;Celular;14;apr;608;2;0;Si
41;obrero;Casado;Secundaria;Si;875;Si;no;Celular;14;apr;189;2;0;Si
52;servicios;Casado;Secundaria;Si;2904;Si;no;Celular;15;apr;201;6;3;Si
35;servicios;divorciado;Secundaria;Si;877;Si;no;Celular;15;apr;61;3;0;Si
65;Administrador;Casado;Secundaria;Si;587;no;no;Celular;15;apr;223;2;0;Si
52;Administrador;Casado;Secundaria;Si;1944;Si;no;Celular;15;apr;238;3;2;Si
40;técnico;Casado;Secundaria;Si;0;no;no;Celular;15;apr;431;2;0;Si
43;servicios;Casado;Secundaria;Si;205;Si;no;Celular;15;apr;226;2;0;Si
39;obrero;Casado;Secundaria;Si;-145;Si;no;Celular;15;apr;1372;4;0;Si
35;admin.;Casado;Secundaria;Si;5250;Si;no;Celular;15;apr;343;2;1;Si
86;Jubilado;Casado;Secundaria;Si;0;no;no;Celular;15;apr;141;12;0;Si
43;servicios;Casado;Secundaria;Si;2557;Si;no;Telefono;15;apr;165;2;3;Si
51;servicios;Casado;Secundaria;Si;421;Si;no;Celular;15;apr;139;2;0;Si
37;servicios;Casado;Secundaria;Si;381;Si;no;Celular;15;apr;332;2;0;Si
51;empresario;Casado;Secundaria;Si;726;Si;Si;Celular;15;apr;87;2;0;Si
70;Jubilado;divorciado;Secundaria;Si;275;no;no;Celular;15;apr;82;1;0;Si
32;servicios;Casado;Secundaria;Si;1129;Si;no;Celular;15;apr;903;2;2;Si
46;técnico;Casado;Secundaria;Si;2149;Si;no;Celular;15;apr;282;2;0;Si
40;servicios;divorciado;Secundaria;Si;1062;Si;no;Celular;15;apr;389;2;4;Si
33;Administrador;Soltero;Secundaria;Si;1271;Si;no;Celular;15;apr;636;3;1;Si
30;servicios;Casado;Secundaria;Si;292;Si;Si;Celular;15;apr;651;4;0;Si
30;obrero;Soltero;Secundaria;Si;4;no;no;Celular;15;apr;692;1;0;Si
33;Administrador;Casado;Secundaria;Si;336;no;no;Celular;15;apr;179;3;0;Si
28;técnico;Soltero;Secundaria;Si;0;Si;no;Celular;15;apr;217;2;0;Si
61;Jubilado;Casado;Secundaria;Si;1515;Si;no;Celular;15;apr;253;2;0;Si
41;servicios;Casado;Secundaria;Si;1836;Si;Si;Celular;15;apr;139;1;0;Si
39;admin.;Soltero;Secundaria;Si;238;Si;no;Celular;15;apr;417;1;0;Si
37;Administrador;Casado;Secundaria;Si;46;Si;no;Celular;15;apr;154;1;0;Si
46;Administrador;Casado;Secundaria;Si;4105;Si;no;Celular;15;apr;115;3;2;Si
32;servicios;Soltero;Secundaria;Si;-55;Si;no;Celular;15;apr;601;1;0;Si
32;técnico;Soltero;Secundaria;Si;674;Si;Si;Celular;15;apr;169;1;3;Si
49;obrero;Casado;Secundaria;Si;3915;Si;no;Telefono;15;apr;44;1;0;Si
48;obrero;Casado;Secundaria;Si;1738;Si;no;Celular;15;apr;349;1;0;Si
36;técnico;Casado;Secundaria;Si;543;Si;no;Celular;15;apr;225;2;0;Si
57;obrero;Casado;Secundaria;Si;12048;Si;no;Celular;15;apr;103;2;0;Si
53;Independiente;divorciado;Secundaria;Si;8112;Si;Si;Celular;15;apr;75;1;1;Si
33;Administrador;Casado;Secundaria;Si;4020;Si;Si;Celular;15;apr;251;1;0;Si
26;técnico;Casado;Secundaria;Si;744;no;no;Celular;15;apr;609;1;0;Si
36;Independiente;Casado;Secundaria;Si;11387;no;no;Celular;15;apr;134;1;0;Si
32;técnico;Casado;Secundaria;Si;-292;Si;Si;Celular;15;apr;301;1;1;Si
33;obrero;Casado;Secundaria;Si;215;no;no;Celular;15;apr;166;1;0;Si
47;desempleado;divorciado;Secundaria;Si;342;Si;no;Celular;15;apr;177;1;0;Si
31;obrero;Casado;Secundaria;Si;1131;Si;Si;Celular;15;apr;126;1;6;Si
36;Administrador;Casado;Secundaria;Si;1160;Si;no;Celular;15;apr;56;1;3;Si
38;admin.;Casado;Secundaria;Si;293;no;no;Celular;15;apr;85;1;0;Si
34;servicios;Soltero;Secundaria;Si;194;Si;Si;Celular;15;apr;149;1;2;Si
33;admin.;Casado;Secundaria;Si;855;no;no;Celular;15;apr;110;1;0;Si
58;Independiente;Casado;Secundaria;Si;1636;no;no;Celular;15;apr;187;1;0;Si
61;Administrador;Casado;Secundaria;Si;0;Si;no;Celular;15;apr;114;1;0;Si
57;servicios;Casado;Secundaria;Si;491;Si;no;Celular;15;apr;1217;3;0;Si
50;Independiente;Casado;Secundaria;Si;202;Si;no;Celular;15;apr;107;1;4;Si
62;obrero;Casado;Secundaria;Si;180;no;no;Celular;15;apr;389;2;0;Si
41;obrero;Casado;Secundaria;Si;217;Si;no;Celular;15;apr;375;2;1;Si
32;servicios;Soltero;Secundaria;Si;133;no;no;Celular;15;apr;171;1;0;Si
34;Administrador;Casado;Secundaria;Si;0;no;no;Celular;15;apr;125;2;0;Si
28;Administrador;Casado;Secundaria;Si;152;Si;no;Celular;15;apr;412;2;0;Si
33;Administrador;Casado;Secundaria;Si;2173;Si;no;Celular;15;apr;871;1;0;Si
39;obrero;Soltero;Secundaria;Si;649;Si;no;Celular;15;apr;668;1;0;Si
70;Jubilado;Casado;Secundaria;Si;853;no;no;Celular;15;apr;120;1;0;Si
29;Administrador;Casado;Secundaria;Si;5698;no;no;Celular;15;apr;437;1;1;Si
41;obrero;Casado;Secundaria;Si;2689;Si;no;Celular;15;apr;135;1;0;Si
38;obrero;divorciado;Secundaria;Si;1344;Si;no;Celular;15;apr;942;2;0;Si
44;Administrador;Soltero;Secundaria;Si;897;Si;Si;Celular;15;apr;358;1;0;Si
38;técnico;Soltero;Secundaria;Si;8381;no;no;Celular;15;apr;82;1;1;Si
31;servicios;Soltero;Secundaria;Si;205;Si;no;Celular;15;apr;465;1;0;Si
76;Empleada Hogar;divorciado;Secundaria;Si;1411;no;no;Telefono;15;apr;170;3;0;Si
36;admin.;Soltero;Secundaria;Si;11174;Si;no;Celular;15;apr;953;1;0;Si
58;obrero;Soltero;Secundaria;Si;3612;Si;no;Celular;15;apr;563;1;0;Si
58;Jubilado;divorciado;Secundaria;Si;2745;no;Si;Celular;15;apr;469;1;0;Si
53;Empleada Hogar;Casado;Secundaria;Si;2581;no;no;Celular;15;apr;99;1;0;Si
44;obrero;Soltero;Secundaria;Si;0;Si;no;Celular;15;apr;442;1;0;Si
47;Empleada Hogar;Casado;Secundaria;Si;2290;no;no;Celular;15;apr;54;1;0;Si
27;técnico;Soltero;Secundaria;Si;439;Si;no;Celular;15;apr;1038;2;0;Si
54;obrero;divorciado;Secundaria;Si;2656;Si;no;Celular;15;apr;1187;2;2;Si
19;estudiante;Soltero;Secundaria;Si;626;no;no;Telefono;15;apr;117;1;0;Si
59;obrero;Casado;Secundaria;Si;3302;no;no;Telefono;15;apr;85;2;0;Si
32;Administrador;Soltero;Secundaria;Si;3981;Si;no;Celular;15;apr;362;1;1;Si
42;admin.;divorciado;Secundaria;Si;2397;Si;no;Celular;15;apr;239;2;2;Si
32;obrero;Casado;Secundaria;Si;388;Si;no;Celular;15;apr;171;2;0;Si
31;admin.;Soltero;Secundaria;Si;430;Si;no;Celular;15;apr;103;2;0;Si
50;servicios;Casado;Secundaria;Si;254;Si;no;Celular;15;apr;397;2;1;Si
27;obrero;Soltero;Secundaria;Si;484;Si;no;Celular;15;apr;309;2;0;Si
31;Administrador;Soltero;Secundaria;Si;0;Si;no;Celular;15;apr;185;2;0;Si
44;obrero;Casado;Secundaria;Si;4581;Si;no;Celular;15;apr;520;3;2;Si
38;Administrador;Soltero;Secundaria;Si;6158;Si;no;Celular;15;apr;139;5;9;Si
35;obrero;Casado;Secundaria;Si;444;Si;no;Celular;15;apr;244;3;0;Si
32;Empleada Hogar;divorciado;Secundaria;Si;-613;Si;no;Celular;15;apr;266;2;0;Si
37;obrero;Soltero;Secundaria;Si;3649;Si;no;Celular;15;apr;623;2;4;Si
69;Jubilado;Casado;Secundaria;Si;21446;no;no;Telefono;15;apr;358;2;0;Si
40;técnico;Casado;Secundaria;Si;677;Si;no;Celular;15;apr;110;3;0;Si
30;desempleado;Soltero;Secundaria;Si;1683;no;no;Celular;15;apr;162;2;0;Si
31;servicios;Casado;Secundaria;Si;407;Si;no;Celular;15;apr;80;3;0;Si
34;técnico;Soltero;Secundaria;Si;2660;Si;no;Celular;15;apr;158;2;1;Si
40;admin.;Soltero;Secundaria;Si;985;Si;no;Celular;15;apr;313;3;5;Si
34;técnico;Soltero;Secundaria;Si;1393;Si;no;Celular;15;apr;540;3;3;Si
37;Administrador;Soltero;Secundaria;Si;876;Si;no;Celular;15;apr;140;4;2;Si
30;obrero;Casado;Secundaria;Si;837;Si;no;Celular;15;apr;190;2;0;Si
56;obrero;Casado;Secundaria;Si;3498;no;no;Celular;15;apr;264;2;0;Si
31;Administrador;Soltero;Secundaria;Si;2317;no;no;Celular;16;apr;87;2;0;Si
51;desempleado;Casado;Secundaria;Si;1801;no;no;Celular;16;apr;838;3;0;Si
39;Administrador;Casado;Secundaria;Si;937;no;no;Celular;16;apr;144;4;0;Si
35;Administrador;divorciado;Secundaria;Si;26;no;no;Celular;16;apr;78;2;0;Si
52;obrero;Casado;Secundaria;Si;281;Si;no;Celular;16;apr;55;4;3;Si
59;Administrador;divorciado;Secundaria;Si;893;Si;no;Celular;16;apr;206;4;0;Si
32;obrero;Casado;Secundaria;Si;-53;Si;no;Celular;16;apr;648;1;1;Si
51;Empleada Hogar;Casado;Secundaria;Si;2337;Si;no;Celular;16;apr;251;2;3;Si
33;servicios;Casado;Secundaria;Si;1397;Si;no;Celular;16;apr;370;1;3;Si
37;técnico;Casado;Secundaria;Si;1762;no;no;Celular;16;apr;334;2;0;Si
39;técnico;Casado;Secundaria;Si;0;Si;no;Celular;16;apr;137;1;1;Si
72;Jubilado;Casado;Secundaria;Si;4269;no;no;Telefono;16;apr;122;3;0;Si
32;obrero;Soltero;Secundaria;Si;760;Si;no;Celular;16;apr;445;1;2;Si
36;obrero;Casado;Secundaria;Si;453;Si;no;Celular;16;apr;176;1;2;Si
32;Independiente;Soltero;Secundaria;Si;202;Si;no;Celular;16;apr;827;1;1;Si
29;obrero;Soltero;Secundaria;Si;1232;Si;no;Celular;16;apr;258;1;2;Si
42;técnico;divorciado;Secundaria;Si;2189;no;no;Celular;16;apr;67;5;2;Si
33;Empleada Hogar;Soltero;Secundaria;Si;23663;Si;no;Celular;16;apr;199;2;2;Si
67;Jubilado;Casado;Secundaria;Si;2301;no;no;Celular;16;apr;124;1;0;Si
40;técnico;Casado;Secundaria;Si;158;Si;no;Celular;16;apr;208;1;0;Si
35;Administrador;Soltero;Secundaria;Si;1350;Si;no;Celular;16;apr;185;1;1;Si
43;obrero;Soltero;Secundaria;Si;1306;Si;no;Celular;16;apr;243;1;1;Si
32;técnico;Soltero;Secundaria;Si;309;Si;Si;Celular;16;apr;346;1;3;Si
29;admin.;divorciado;Secundaria;Si;589;Si;no;Telefono;16;apr;262;6;1;Si
31;obrero;Casado;Secundaria;Si;382;Si;no;Celular;16;apr;198;2;0;Si
41;admin.;Casado;Secundaria;Si;1597;Si;no;Celular;16;apr;461;2;1;Si
49;obrero;divorciado;Secundaria;Si;-464;Si;no;Celular;16;apr;82;1;0;Si
57;obrero;divorciado;Secundaria;Si;5041;Si;no;Celular;16;apr;284;1;1;Si
34;técnico;Soltero;Secundaria;Si;486;Si;no;Celular;16;apr;204;1;2;Si
43;obrero;Casado;Secundaria;Si;985;Si;no;Celular;16;apr;35;1;0;Si
42;obrero;Casado;Secundaria;Si;665;Si;no;Celular;16;apr;291;1;3;Si
28;Administrador;Casado;Secundaria;Si;577;Si;no;Celular;16;apr;152;1;0;Si
46;obrero;Casado;Secundaria;Si;624;Si;no;Celular;16;apr;201;1;0;Si
33;Independiente;Casado;Secundaria;Si;666;Si;no;Celular;16;apr;297;1;0;Si
39;obrero;Casado;Secundaria;Si;467;Si;no;Celular;16;apr;232;1;1;Si
29;obrero;Soltero;Secundaria;Si;2553;Si;no;Celular;16;apr;250;1;0;Si
39;Administrador;Casado;Secundaria;Si;63;Si;no;Celular;16;apr;479;1;1;Si
33;Administrador;Soltero;Secundaria;Si;-665;Si;Si;Celular;16;apr;324;1;1;Si
34;técnico;Casado;Secundaria;Si;352;Si;no;Celular;16;apr;288;3;1;Si
28;obrero;Casado;Secundaria;Si;5542;Si;no;Celular;16;apr;404;1;0;Si
52;admin.;Casado;Secundaria;Si;979;Si;no;Celular;16;apr;156;1;1;Si
31;técnico;Soltero;Secundaria;Si;2530;Si;no;Celular;16;apr;60;1;1;Si
37;Administrador;Soltero;Secundaria;Si;-670;Si;no;Celular;16;apr;240;1;0;Si
33;obrero;Casado;Secundaria;Si;1209;Si;no;Celular;16;apr;700;1;0;Si
42;obrero;Casado;Secundaria;Si;244;Si;no;Celular;16;apr;403;1;0;Si
37;servicios;Casado;Secundaria;Si;345;Si;Si;Celular;16;apr;114;1;1;Si
36;Administrador;Soltero;Secundaria;Si;937;Si;no;Celular;16;apr;35;1;0;Si
36;obrero;divorciado;Secundaria;Si;3102;Si;no;Celular;16;apr;188;1;1;Si
54;obrero;Casado;Secundaria;Si;2110;Si;no;Celular;16;apr;618;1;0;Si
29;obrero;Soltero;Secundaria;Si;13654;Si;Si;Celular;16;apr;528;1;0;Si
58;obrero;Casado;Secundaria;Si;8195;Si;no;Celular;16;apr;104;1;2;Si
38;admin.;Casado;Secundaria;Si;1933;Si;no;Celular;16;apr;622;1;0;Si
33;obrero;Casado;Secundaria;Si;359;Si;Si;Celular;16;apr;130;1;1;Si
52;empresario;Soltero;Secundaria;Si;3469;Si;no;Celular;16;apr;583;1;1;Si
50;obrero;Casado;Secundaria;Si;825;Si;no;Celular;16;apr;18;3;1;Si
39;Administrador;divorciado;Secundaria;Si;267;Si;Si;Celular;16;apr;91;1;0;Si
